timestamp,source,destination,delay,success,crdt_enabled,hop_count,throughput,packet_size,cumulative_packets,bytes_delivered
1743682868.0231614,sta4,sta1,0.0006985664367675781,True,True,1,0.8,248,47,11628
1743682868.028284,sta4,sta2,0.0029358863830566406,True,True,1,0.8,248,47,11631
1743682868.0286775,sta4,sta3,0.0016541481018066406,True,True,1,0.8,248,47,11630
1743682868.0312994,sta4,sta5,0.002628803253173828,True,True,1,0.8,248,48,11879
1743682868.2755077,sta5,sta1,0.0018572807312011719,True,True,1,0.8,248,48,11876
1743682868.278612,sta5,sta2,0.0016281604766845703,True,True,1,0.8,247,48,11878
1743682868.2795393,sta5,sta3,0.00017523765563964844,True,True,1,0.8,247,48,11877
1743682868.2802052,sta5,sta4,0.00011754035949707031,True,True,1,0.8,248,48,11880
1743682871.7276394,sta1,sta2,0.0016510486602783203,True,True,1,0.8,248,49,12126
1743682871.7282443,sta1,sta3,0.0003726482391357422,True,True,1,0.8,247,49,12124
1743682871.7286594,sta1,sta4,0.000240325927734375,True,True,1,0.8,247,49,12127
1743682871.731185,sta1,sta5,0.0014424324035644531,True,True,1,0.8,248,49,12127
1743682872.2116873,sta2,sta1,0.0010044574737548828,True,True,1,0.8,248,49,12124
1743682872.2147067,sta2,sta3,0.0007584095001220703,True,True,1,0.8,248,50,12372
1743682872.2165582,sta2,sta4,0.0006387233734130859,True,True,1,0.8,248,50,12375
1743682872.2197015,sta2,sta5,0.001703023910522461,True,True,1,0.8,246,50,12373
1743682872.7118819,sta3,sta1,0.0002570152282714844,True,True,1,0.8,247,50,12371
1743682872.7126577,sta3,sta2,0.0002512931823730469,True,True,1,0.8,248,50,12374
1743682872.7129738,sta3,sta4,0.00016546249389648438,True,True,1,0.8,246,51,12621
1743682872.7134898,sta3,sta5,0.00016355514526367188,True,True,1,0.8,248,51,12621
1743682873.0585039,sta4,sta1,0.004921674728393555,True,True,1,0.8,248,51,12619
1743682873.0626912,sta4,sta2,0.002259969711303711,True,True,1,0.8,248,51,12622
1743682873.064682,sta4,sta3,0.0004286766052246094,True,True,1,0.8,248,51,12620
1743682873.068952,sta4,sta5,0.00145721435546875,True,True,1,0.8,248,52,12869
1743682873.2866013,sta5,sta1,0.0011553764343261719,True,True,1,0.8,247,52,12866
1743682873.2886078,sta5,sta2,0.00160980224609375,True,True,1,0.8,248,52,12870
1743682873.2935932,sta5,sta3,0.004511356353759766,True,True,1,0.8,248,52,12868
1743682873.295392,sta5,sta4,0.0002090930938720703,True,True,1,0.8,246,52,12867
